SAMPLE ID,ACCESSION NUMBER,TRANSECT NAME,STREAM ABBREVIATION,LATITUDE_DD,LONGITUDE_DD,COLLECTION DATE,SEASON,MAT TYPE,AFDM (mg/cm2),CHL-A (ug/cm2),TOTAL_ANNUAL_DISCHARGE (L),VALVES COUNTED PER SAMPLE,Unknown,Marine diatom fragments,record_no,region,Achnanthes,Psammothidium papilio,Psammothidium germainii,Achnanthes taylorensis,Amphora,Amphora cf. oligotraphenta,Craticula molestiformis,Humidophila,Humidophilia arcuata var. parallela,Humidophila australis,Humidophila arcuata,Microcostatus naumannii,Fistulifera,Fistulifera pelliculosa,Hantzschia,Hantzschia amphioxys,Hantzschia abundans,Hantzschia sp. #2,Hantzschia hyperaustralis,Hantzschia amphioxys f. muelleri,Luticola,Luticola bradyi,Luticola gaussii,Luticola laeta,Luticola murrayi,Luticola mutica,Luticola muticopsis,Luticola dolia,Luticola permuticopsis,Luticola mcknightiae,Luticola muticopsis fo. reducta,Luticola austroatlantica,Mayamaea,Mayamaea atomus var. #1,Mayamaea atomus,Mayamaea atomus fo. permitis,Muelleria,Muelleria meridionalis,Muelleria peraustralis,Muelleria supra,Navicula,Navicula seibigiana,Navicula gregaria,Navicula shackletoni,Navicula gregaria_1,Nitzschia,Nitzschia australocommutata,Nitzschia sp. #2,Nitzschia westiorum,Pinnularia,Pinnularia borealis,Chamaepinnularia cymatopleura,Chamaepinnularia quaternaria,Chamaepinnularia deltaica,Chamaepinnularia cymatopleura var. #3,Stauroneis latistauros,Stauronella,Craspedostauros laevissiumus,Melosira charcotii,Luticola sp. #2,Luticola spp.,Hantzschia spp.,Navicula lineola var. perlepida,Luticola sp. #3,Muelleria cryoconicola,Luticola australomutica,Achnanthidium minutissimum,Adlafia bryophila,Amphora veneta,Aulacoseira distans,Chamaepinnularia sp.#2,Frankophila maillardii,Frustulia vulgaris,Luticola muticopsis_1,Mayamaea fossalis var. fossalis,Melosira echinata,Muelleria luculenta,Nitzschia angustatula,Nitzschia fonticola,Nitzschia sp.#1,Pinnuavis genustriata,Pinnularia kolbei,Pinnularia pisciculus,Planothidium delicatulum,Planothidium quadripunctatum,Rhopalodia rupestris,Stauroneis smithii var. sagitta,Tabularia fasciculata,Chamaepinnularia aliena,Hantzschia elongata,Luticola elegans,Luticola transantarctica
03CAG2008B01,822,Canada Gauge,CAG,-77.6,163.05,12/11/2007,2008,black,16.03524229,19.44842419,237549708,344.1,0,0,31,canada_huey,0,160.5,1,0,0,0,0,0,79,10,13,0,0,0,0,3,1,0,0,0,0,0,7,0,0,17,3,0,0,1,2,11,0,3,2,0,0,7,5,0,0,0,0,0,0,0,1.5,0,0,0,5.7,0,0.5,2.5,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03CAG2008O16,734,Canada Gauge,CAG,-77.6,163.05,1/1/2008,2008,orange,8.986784141,19.31824596,237549708,288.3,0,2.2,32,canada_huey,0,131.2,0,0,0,1.4,1.4,0,59,3,7.1,1,0,0,7,4.9,0,0,0.2,0.2,3.4,0,2.5,2,0,3.9,5.1,1,0,3.2,2.7,5.5,0,3.2,10.7,0,3.6,2.9,8.3,0,0,1,0,0.5,0,0,0.6,0,0.6,0.6,1.2,0,0,0.7,2,4,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21AIK2013O02,2225,Aiken,AIK,-77.600694,163.292417,1/18/2013,2013,orange,9.955947137,19.2332326,258722325,343,0,0,33,NA,0,0,0,0,0,4,2.9,4,2,7,2,0,0,0,2.2,21.7,10.5,0,3.5,0,5.2,0,4,0.2,0,5,0,0,5,0,0,9,0,1,20,0,0,0,5.5,0,0,196.4,0,0,2,0,3.9,0,2.9,0,0,0.4,0,0.5,0,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06VGM2008O03,717,Von Guerard Lower,VGM,-77.619444,163.287778,12/19/2007,2008,orange,5.550660793,19.14824565,18080712,319.2,0,3.2,34,delta_harnish_crescent_vg,0,0,0,1.1,0,0,4.7,0,4,0,0,0,0,41,7,17.6,21.4,0,0.7,5.6,3.8,0,0,16,0,32.2,9.5,0,8.7,15.9,0,30.5,0,10.9,35.5,0,0.8,2,3.2,0,0,1.6,0,0,0,0,2.1,0,0.2,0.2,0.2,0,0,0,0,37.6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12VGG2012O01,916,Von Guerard Gauge,VGG,-77.613889,163.259444,1/19/2012,2012,orange,11.23348018,18.94261591,40636683,336.3,0,0,35,delta_harnish_crescent_vg,0,0,0,0.2,0,3.5,0,0,7,0,0,0,0,2,7,51,31,0,1.5,18,7,0,0,12,0,21.5,77.5,3,21,8,0,38.5,0,0,5,0,0.2,3,1.5,0,0,2.5,0,0,0,0,8.2,0,1,0,1,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08DEG2008O16,856,Delta Gauge,DEG,-77.625556,163.109722,1/15/2008,2008,orange,6.431718062,18.37613038,33945444,462.2,0,0,36,delta_harnish_crescent_vg,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,3,2,0,0,0,0,0,0,0,0,66,103,0,2,21,0,135,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12VGG2012O02,917,Von Guerard Gauge,VGG,-77.613889,163.259444,1/19/2012,2012,orange,7.841409692,18.17108188,40636683,320.8,0,0,37,delta_harnish_crescent_vg,0,0,0,0,0,0,0,0,0,0,0,0,0,76,1.2,2,19,0,0,3,0.4,0,0,1,0,8,73,3,5,3,0,36,0,8,66,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06VGM2008B04,714,Von Guerard Lower,VGM,-77.619444,163.287778,12/19/2007,2008,black,7.753303965,17.78824317,18080712,278.6,0,0,38,delta_harnish_crescent_vg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.8,28.9,33,0,5.2,129.8,0,0,0,3,1,10,19.2,5,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,9.2,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06VGM2012O01,905,Von Guerard Middle,VGM,-77.613889,163.259444,1/11/2012,2012,orange,21.18942731,17.42922223,40636683,343.7,0,0,39,delta_harnish_crescent_vg,0,0,0,2,0,2,4,0,9.5,2,0,0,0,2,6.8,49.5,48,0,2.2,39,2.2,0,0,11,0,26.5,47,3,7,0,0,36.5,0,2,11,0,0.2,2.5,0,0,0,1.2,0,0,0,0,7.2,0,0,0,0,0,0.5,0.7,0,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03CAG2010B01,1167,Canada Gauge,CAG,-77.6136333,163.0522667,1/18/2010,2010,black,21.62995595,16.64077329,158136606,287.4,0,0,40,canada_huey,0,34,0,0.5,0,1,1,0,86,25.5,2,0,0,0,5.8,3.2,3,0,0,1,5.4,0,3,1,0,6.5,14,0,2,3,3,36,0,2,2,0,2,2.5,12.9,2,0,1.5,0,1,0,0,0.6,0,2.3,0,14.7,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08DEG2010B01,1144,Delta Gauge,DEG,-77.6531944,163.0995833,1/21/2010,2010,black,16.03524229,16.55364473,21715029,334,0,0,41,delta_harnish_crescent_vg,0,0,0,3.4,0,0,0,0,4,0,0,0,0,0,48,17.5,45.5,0,2,0.5,18.6,0,0,12,0,9,17,15,13.5,50.5,0,49,0,0,6,0,0,1,1,0,0,0,0,0,0,0,9.6,0,2.2,0,0,0,0,0.5,0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06VGM1994O02,444,Von Guerard Middle,VGM,-77.6,163.25,1/10/1994,1994,orange,43.56828194,16.12496564,67707639,302.8,0,2.8,42,delta_harnish_crescent_vg,0,0,0,2.6,0,0,2,0,2.5,2,5,0,0,6,7,19.7,39.2,0,0.2,29.7,5.5,0,0,0.4,0,20.8,12.7,2.9,10.2,24.9,0,52.7,0,1,7.5,0,0.6,2.6,2.2,0,0,2.4,0,0,0,0,2.4,0,0,0.2,0.7,1,0,2,0,31.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08DEG2010B04,1149,Delta Gauge,DEG,-77.6531944,163.0995833,1/21/2010,2010,black,9.030837004,16.11800191,21715029,344.5,0,0,43,delta_harnish_crescent_vg,0,0,0,1,0,0,0,0,8,1,0,0,0,47,6,2,10.5,0,0,0,3.6,0,4,3.5,0,6,12,6,68,101,0,41.5,0,0,8,0,0,0,0,0,0,0,0,1,0,0,9.5,0,1.7,0,0,0,0,1.5,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03CAG2008B03,824,Canada Gauge,CAG,-77.6,163.05,12/11/2007,2008,black,10.484581500000001,16.05282713,237549708,348,0,0,44,canada_huey,0,64,1,0,0,0,0,0,49.5,31.5,3,0,0,0,0,5,3,0,0,42.6,0,0,4.5,0,0,2.5,12,2,3,5,0,21,0,0,0,0,0,2.5,4.9,0,0,1,0,0,0,0,1.4,0,0.2,0,87.7,0,0,0.2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03CAG2001B02,580,Canada Gauge,CAG,-77.6,163.05,1/18/2001,2001,black,13.1277533,14.7261674,93661740,272.8,0,0,45,canada_huey,0,104,1,1,0,4,0,0,7,24,55,0,0,0,4,0,1,0,0,0.2,0.2,0,4,0,0,7,1,0,1,11.5,0,22,0,0,0,0,0,1,6.7,0,0,2,0,0,0,0,0,0,0,0,2,0.7,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07DEU2013O01,2291,Delta Upper,DEU,-77.6532222,163.0996944,1/17/2013,2013,orange,13.39207048,14.45064581,24706683,315.9,0,3,46,delta_harnish_crescent_vg,0,0,0,0,0,0,0,0,0,2,0,0,0,39,0,15.4,7,0,0,3.5,0,3,1,40,0,0,28.5,2,7,0,2,72,0,0,4,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3.5,0,69,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03CAG2001B03,581,Canada Gauge,CAG,-77.6,163.05,1/18/2001,2001,black,20.26431718,14.34977974,93661740,226.2,0,0,47,canada_huey,0,41,0,0,0,0.5,0,0,8,33,24,0,0,0,3,8,11.7,10,0,23.6,0,0,2,0,0,8.7,4,0,5.5,13,7,10,0,0,0,0,0,1.4,1.4,0,0,0,0,0,0,0,0,0,3,0,5,1.2,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21AIK2013O01,2224,Aiken,AIK,-77.600694,163.292417,1/18/2013,2013,orange,23.25991189,14.34834449,258722325,327.1,0,0,48,NA,0,0,0,1,0,4.2,34.7,15,13.7,21.7,4.7,0,0,12,3.6,13.2,10.9,0,0,0.5,5.6,0,5.4,3,0,4.2,2,0,12,0,0,20,3,8,55,0,0.4,2,1.7,0,0.2,29.2,0,2.9,0,0,2,0,5.5,0,0,6.7,5,1.1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09GRN2010B04,1119,Green,GRN,-77.6239914,163.0583922,1/14/2010,2010,black,25.4185022,14.20117351,122636583,409,0,0,49,green_bowles,0,25,1,0,0,1,0,0,48,25,0,0,0,0,14,21.5,12.5,0,0,42.6,2.6,0,3,16,0,7,74,2,5,27,0,23,0,2,22,0,1.2,0,1.2,0,0,0,0,0,0,0,10.4,0,2.5,0,0,0,0,5,0,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12VGG2008O12,838,Von Guerard Gauge,VGG,NA,NA,1/15/2008,2008,orange,32.51101322,14.14056984,18080712,341.8,0,2.8,50,delta_harnish_crescent_vg,0,0,0,5.3,0,0,0,0,2.5,0,1,0,0,0,19.8,81.6,25.7,0,8.4,22.4,6.4,0,0,4,0,33.8,20.2,1.2,12.7,15.6,0,27.4,0,3,3,0,0.4,2.2,3,0,0,3.2,0,0,0,0,16.7,0,0.2,0,0.2,0.5,0,0.2,0,10.4,0,0,0,1.5,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03CAG2008B02,823,Canada Gauge,CAG,-77.6,163.05,12/11/2007,2008,black,26.07929515,13.40783574,237549708,329.7,0,0,51,canada_huey,0,52,0,0,0,2,0,0,50,24,4,0,0,0,0,10,5,0,0,13.4,0,0,4,0,0,12,2,0,0,3,2,6,0,4,4,0,0,6,4,0,0,0,0,0,0,0,0.4,0,0,0,121.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09GRN2012B01,1026,Green,GRN,-77.624,163.0583889,1/17/2012,2012,black,23.34801762,13.39080483,188084331,329.9,0,0,52,green_bowles,0,76.2,0,0,0,6,2.5,0,41.2,32,1,0,0,2,5.2,34,5.5,0,0,19,2,0,3,7,0,8,12,0,2.5,0,0,6,0,3,10,10,2,9,3.2,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,6.8,0,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09GRN2010O02,1124,Green,GRN,-77.6239914,163.0583922,1/14/2010,2010,orange,7.31277533,13.32988788,122636583,329,0,0,53,green_bowles,0,79.5,4,0,0,2,3,0,55,18,6.5,0,0,0,0,11.5,1,0,1.5,9,0,0,6,1,0,10,23,0,4,0,0,52.5,0,0,6,0,0,1,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03CAG2013O04,2262,Canada Gauge,CAG,-77.613241,163.052688,1/13/2013,2013,orange,15.19823789,12.8394,202069188,572.6,0,0,54,canada_huey,0,256.9,2,1,0,0,2,0,89.7,24.2,52.1,0,0,0,6.6,6.3,1.7,0,0,0.7,1.6,0,16.4,3.7,2,4,0,3,0.4,7,0,16.1,0,12,0,0,0,4.6,20.8,6.5,0,1.2,0,2.6,0,0,0.5,0,0.9,0,0.4,5.3,0,0,0,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03CAG2012B01,1010,Canada Gauge,CAG,-77.613241,163.052688,1/18/2012,2012,black,16.56387665,12.68480798,299214288,330.3,0,0,55,canada_huey,0,85.5,0,0,0,1,0.5,0,83.5,24,0,0,0,0,7.4,6,3,0,0,4.3,2.6,0,6.5,1.5,0,12,10,1,0,0,1,15.5,0,1,8,0,3.8,0,5.2,7.5,0,0,0,0,0,0,3.7,0,0,0,30.8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21AIK2007O04,653,Aiken,AIK,NA,NA,1/2/2007,2007,orange,3.215859031,12.57231978,91310958,344.8,0,0,56,NA,1,1,0,0,0,3,5,0,12.5,6,1,0,0,0,0,106.9,84.5,0,3,3,0,0,2,0,3,6,6,0,8,1,4,6,0,5,3,0,0,0,9,0,0,7,0,0,0,0,23.9,0,0,0,0,0,4,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08DEG2012B01,987,Delta Gauge,DEG,-77.6532222,163.0996944,1/16/2012,2012,black,12.02643172,12.18052452,65583054,345.7,0,0,57,delta_harnish_crescent_vg,0,1,0,0,0,0,0,0,1,0,0,0,0,42,4,8,26,0,0,0,7.4,0,0,1,0,9,37.5,2,40,102.5,0,56.5,0,0,4,0,0.2,1,0,0,0,0,0,0,0,0,0.7,0,0.2,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08DEG2003O02,570,Delta Gauge,DEG,-77.6532222,163.0996944,1/9/2003,2003,orange,0.8,12.154,27726867,276,0,0,58,delta_harnish_crescent_vg,0,0,0,1.5,0,0,0,0,4,4,3.5,0,0,0,7.5,22,26.5,0,2,8,11.75,0,2.5,3.5,0,26.5,40.5,1.75,12.5,21,23.5,34,0,1,0,0,0,2,0,0,0,0,0,1,0,12.5,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12VGG2007B03,702,Von Guerard Gauge,VGG,-77.609167,163.254167,1/8/2007,2007,black,12.51101322,11.76674748,43067538,292.3,0,1.4,59,delta_harnish_crescent_vg,0,0,0,1.2,0,0,0.5,0,7,0,1,0,0,0,50.2,59.3,15.1,0,0.4,32.8,7.3,0,0,8,0,13.4,17.2,3,10.5,13,0,15.7,0.5,3,10.4,0,0.6,3.5,0.2,0,0,1,0,0,0,0,5.7,0,0.6,0,0,0,0,0,0,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28HAR2012O02,928,Harnish,HAR,-77.6233333,163.0576111,1/11/2012,2012,orange,11.10132159,11.54786439,45553401,337.6,0,0,60,delta_harnish_crescent_vg,0,0,0,0.5,0,0,0,0,2,0,0,0,0,0,16,137,44.5,0,0,16,2,0,0,13.5,0,18,19,5,11.5,9,0,9,0,1,3,0,0,11,0.7,0,0,0,0,2,0,0,2.5,0,0,0,0,0,0,0,0,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08DEG2012B04,990,Delta Gauge,DEG,-77.6532222,163.0996944,1/16/2012,2012,black,24.62555066,11.47452766,65583054,336.2,0,0,61,delta_harnish_crescent_vg,0,0,0,0,0,0,0,0,3,2,0,0,0,0,48,29,42,0,0,1.7,28,0,1.5,18,0,24,13,6.7,15.2,49,0,29,0,0,6,0,0.2,1,0,0,0,0.2,0,0,0,0,10,0,0,0,0,0,0,0,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09GRN2012O04,1021,Green,GRN,-77.624,163.0583889,1/17/2012,2012,orange,6.740088106,11.32324262,188084331,344.9,0,0,62,green_bowles,0,16,0,0.2,0,5,0,0,15,26,3,0,0,0,2,20,18.5,0,0,6,0.6,0,2,2,0,6,55,0,4,1,0,26.5,0,0,0,0,1.2,5.5,50.3,0,0,0,0,3,0,0,1.2,0,3.6,0,0,0,0.7,4,0,66.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18LAU2012O03,1032,Lawson Upstream,LAU,-77.7203611,162.2687778,1/23/2012,2012,orange,16.12334802,11.32324262,217707372,314.9,0,0,63,NA,0,0,0,0,0,0,0,0,28.5,0,0,0,0,0,0.4,1.5,1,0,0,3.5,3.4,0,0,0.5,0,0,112.5,0,0,9,0,123.5,0,0,9,0,1.6,20,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18LAU2012O04,1033,Lawson Upstream,LAU,-77.7203611,162.2687778,1/23/2012,2012,orange,8.942731278,11.22238593,217707372,317.1,0,0,64,NA,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0.2,0,0,0,0,2,0.8,0,0,0.5,0,0,206,0,0,3,0,77.5,0,0,1,0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12VGG2008O11,855,Von Guerard Gauge,VGG,-77.609444,163.254167,1/15/2008,2008,orange,5.726872247,11.19176187,18080712,362.8,0,0,65,delta_harnish_crescent_vg,0,0,0,0,0,0,1,0,6,0,0,1,0,13,0,14,28.1,0,1,24,0,0,0,0,0,62.2,28,0,4,0,0,128.1,0,10,22,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22CMN2010O02,1130,Commonwealth,CMN,-77.563611,163.382556,1/13/2010,2010,orange,2.511013216,11.06454522,199492038,341,0,0,66,NA,1.5,14,0,0,0,0,14,0,104,0,4,0,0,15,0,3,0.5,0,2,0.5,0,0,11.5,7.5,0,27.5,5,2,12,4,3,35,0,8,42,0,0,4,0.5,0,0,3,0,3,0,0,0,0,2,0,1,0,3,6,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03CAG2001B04,582,Canada Gauge,CAG,-77.6,163.05,1/18/2001,2001,black,16.69603524,11.03286344,93661740,228.9,0,0,67,canada_huey,0,79.5,0,1,0,0,0,0,18,18,48,0,0,0,1.2,0,6,0,2,4,0,0,3.5,0,0,7.5,0.5,0,0.2,8,0.5,12.5,0,0,0,0,0,5,1.5,0,0,0,0,0,0,0,0,0,0,0,10.5,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06VGM2008B02,712,Von Guerard Lower,VGM,-77.619444,163.287778,12/19/2007,2008,black,4.0969163,10.45902777,18080712,216.3,0,0.4,68,delta_harnish_crescent_vg,0,0,0,0,0,0,0,0,12,2,5,0,0,0,5.8,24.5,42.7,0,13.7,10.2,0,0,0,5.5,0,13.5,4.2,0.5,14.9,1,2,33.5,0,4,0,1,0,2,2.2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22CMN2012B03,953,Commonwealth,CMN,-77.563611,163.382556,1/23/2012,2012,black,13.1277533,10.43585469,265935996,318.1,0,0,69,NA,0,24,0,1,0,0,4,0,133,0,0,0,0,0,2.6,9.5,9.5,0,1,2,2.8,0,18.5,6,0,17,11,0,0,0,0,29,0,1.5,5,3,2.6,9.5,7,1,0,5.5,0,0.5,0,0,1.2,0,2.2,0,0,0,4.5,2,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06VGM2010O03,1138,Von Guerard Lower,VGM,-77.6193008,163.2884794,1/11/2010,2010,orange,4.49339207,10.28038815,93741201,313,0,0,70,delta_harnish_crescent_vg,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,12,20,0,0,10,0,0,0,13,0,20,58,1,29,1,0,88,0,2,8,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06VGM1994O01,443,Von Guerard Middle,VGM,-77.6,163.25,1/10/1994,1994,orange,21.76211454,10.17381498,67707639,316.2,0,2.8,71,delta_harnish_crescent_vg,0,0,0,0.8,0,0,0,0,6,0,4,0,0,0,7.6,8.9,19.5,0,0,22.9,3.6,0,0,0,0,51.4,34.7,2,2.2,46.7,0,53.7,0,0,0,0,0.2,3.2,0,0,0,2,0,2,0,0,5,0,0.7,0,0.6,0,0,0,0,35.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09GRN1995O03,455,Green,GRN,-77.6166667,163.05,1/22/1995,1995,orange,14.44126737,10.09662888,27232074,229.5,0,3.2,72,green_bowles,0,0.5,0,0,0,0,0,0,2,11,0,0,0,0,4,8.2,6,0,15.2,13,0.8,0,1,2,0,6,69,0,3.5,9,0,19,0,0,0,0,0.4,1,16.2,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,2,0,29.9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09GRN1994O03,182,Green,GRN,-77.624,163.0583889,1/12/1994,1994,orange,8.59030837,10.09464581,58251123,339.3,0,0,73,green_bowles,0,11,0,0,0,1,2,0,19,11,0,0,0,0,0,4,0,0,2,2,0,0,0,1,0,7,105.7,0,0,6,0,90.5,0,2,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,65.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07DEU2013O04,2294,Delta Upper,DEU,-77.6532222,163.0996944,1/17/2013,2013,orange,8.325991189,10.05168899,24706683,310.1,0,0,74,delta_harnish_crescent_vg,0,12,0,0,0,0,5,0,7,30,1,0,0,13,0,8.6,8.5,0,0,3,0,0,0,47.5,0,0,32,0,11,0,0,47,0,6,10,2,0,0,6.5,2.5,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,47.5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
