row,col,NDVI,NDVI_log1p,NDVI_log1p_01,region,NDVI_01,NDVI_rescaled,NDVI_rescaledf_log1p,obs_sample_row,chl_a,chl_a_log1p,transect_name,mat_type,afdm,Ef_scores
1792,180,0.24002870917320251,0.21513453190796342,0.26827595299476514,delta_harnish_crescent_vg,0.04881195067644407,7.32179260146661,2.1188776885326557,59,11.76674748,2.5468439375245655,Von Guerard Gauge,black,12.51101322,-1.3979483767573253
1326,406,0.2399863749742508,0.2151003916325865,0.2681928730800273,delta_harnish_crescent_vg,0.04871937883217214,7.307906824825821,2.1172076908361253,50,14.14056984,2.717377885345923,Von Guerard Gauge,orange,32.51101322,-0.045058756894714946
751,492,0.23957759141921997,0.2147706695005708,0.26739049857330116,delta_harnish_crescent_vg,0.047825495198271395,7.1738242797407095,2.100936887448412,223,0.025,0.0246926125903715,Delta Upper,black,11.2,0.41882159145233
869,743,0.23955193161964417,0.21474996884791167,0.26734012380511457,delta_harnish_crescent_vg,0.047769385125819346,7.165407768872901,2.0999066662498667,203,0.377,0.3199072197465178,Delta Gauge,orange,1.3,1.6819005503697912
1328,413,0.23953242599964142,0.214734232699246,0.2673018300926294,delta_harnish_crescent_vg,0.04772673234716677,7.159009852075015,2.0991228199560474,3,44.731837,3.822794707429516,Von Guerard Gauge,black,49.38325991,-2.317048280383363
1086,500,0.23897317051887512,0.21428294827120736,0.2662036353244255,delta_harnish_crescent_vg,0.046503812992231885,6.975571948834783,2.076383363821545,15,25.74574973,3.2863755721197543,Von Guerard Gauge,black,21.49779736,-1.9306518870467368
1611,189,0.23888707160949707,0.21421345370654318,0.2660345212079369,delta_harnish_crescent_vg,0.04631554121602518,6.947331182403777,2.072836171979703,108,7.073964925,2.088644678230082,Von Guerard Middle,orange,11.3215859,0.40783381834916127
868,450,0.23885831236839294,0.21419023966583392,0.2659780301427198,delta_harnish_crescent_vg,0.04625265362030366,6.937898043045549,2.071648510116828,141,4.258190518,1.6597869595805073,Von Guerard Gauge,black,11.3215859,-0.7589785965988617
865,762,0.23881664872169495,0.21415660842093198,0.26589618894700207,delta_harnish_crescent_vg,0.04616154806712368,6.924232210068552,2.069925433059702,182,1.87525043,1.0561397765427554,Delta Gauge,orange,2.995594714,1.1515734500160835
851,787,0.23859044909477234,0.21397399844314466,0.2654518099483748,delta_harnish_crescent_vg,0.04566691920543836,6.850037880815754,2.0605183573642987,89,8.363950929,2.2368673092262106,Von Guerard Lower,orange,4.801762115,0.3010652743920241
827,459,0.23855870962142944,0.21394837263596794,0.26538944988092295,delta_harnish_crescent_vg,0.045597514760419275,6.839627214062891,2.059191284005144,184,1.671,0.9824529341278239,Delta Upper,orange,14.8,1.2046519631997197
950,645,0.23852135241031647,0.21391821033989328,0.2653160503269206,delta_harnish_crescent_vg,0.04551582605447428,6.827373908171142,2.057627065263526,223,0.025,0.0246926125903715,Delta Upper,black,11.2,0.41882159145233
896,448,0.23833335936069489,0.21376641051967035,0.26494664744477897,delta_harnish_crescent_vg,0.04510474320078377,6.765711480117565,2.0497180789476332,203,0.377,0.3199072197465178,Delta Gauge,orange,1.3,1.6819005503697912
866,451,0.23825955390930176,0.21370680811103912,0.26480160576094414,delta_harnish_crescent_vg,0.04494335342792953,6.74150301418943,2.046595856629381,41,16.55364473,2.865261605273085,Delta Gauge,black,16.03524229,-1.627312749304624
