sim_id,alpha_q1_length,beta_q1_length,gamma_q1_length,alpha_q1_diff,beta_q1_diff,gamma_q1_diff,alpha_chi_sq,beta_chi_sq,gamma_chi_sq,chi_sq_tot
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-100_rep-3269_2019-08-30_031233_20190830_031504,2,2,2,-8.816721519564123,9.94616589851762,-0.21723813600354092,22.76782238880808,45.08144187536059,0.012855925088235446,67.8621201892569
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-100_rep-3433_2019-08-30_034141_20190830_034406,2,2,2,-8.566742343384393,9.959338579092169,2.813917051546074,21.495059806157048,45.20093247750939,2.1570180538352695,68.85301033750171
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-100_rep-3680_2019-08-30_042639_20190830_042901,2,2,2,-8.38751527763808,6.62041047153824,-2.518987576299512,20.60506059783427,19.973594753221303,1.7285551836002995,42.30721053465587
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-100_rep-4103_2019-08-30_054045_20190830_054314,2,2,2,-7.2839049003205965,4.890565306858844,1.283616764947812,15.539454941748069,10.89944855072467,0.44885075395324897,26.887754246425988
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-100_rep-4422_2019-08-30_063613_20190830_063842,2,2,2,-8.528649936777114,8.408333643305404,0.012259987993150645,21.304327293596664,32.21857089565821,4.094598164576485e-5,53.52293913523652
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-100_rep-5571_2019-08-30_100040_20190830_100315,2,2,2,-7.101693186929898,4.049513639116153,-0.41582746051121333,14.771719725756252,7.472950962119958,0.04710397194733039,22.29177465982354
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-100_rep-7204_2019-08-30_144926_20190830_145153,2,2,2,-8.805124051377588,10.34109024446649,0.6429951227308344,22.707964440280776,48.732540970991515,0.11262804745021486,71.5531334587225
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-100_rep-7272_2019-08-30_145946_20190830_150216,2,2,2,-8.317345605826945,7.400405184592976,-0.10492048741226156,20.261740240282005,24.957288407782357,0.002998829653277627,45.222027477717646
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-100_rep-7425_2019-08-30_152547_20190830_152810,2,2,2,-8.4673926400845545,9.815234350270234,3.6973930211551504,20.999388354301427,43.902347905841,3.7241094139048845,68.62584567404731
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-100_rep-8231_2019-08-30_174651_20190830_174909,2,2,2,-8.823586589199696,11.109805338919813,1.8028090822286984,22.80329215786459,56.24699164663277,0.8853819671380739,79.93566577163543
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-100_rep-8986_2019-08-30_200015_20190830_200233,2,2,2,-8.855282399751328,9.256219094566198,-1.905394752409034,22.967412943581103,39.04394136842662,0.9890110122510117,63.00036532425874
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1000_rep-1889_2019-08-29_230915_20190829_231145,2,2,2,-8.628836281156019,7.597140645216286,-2.6612973307543086,21.807792469852117,26.301876449635753,1.9293809869407594,50.03904990642863
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1000_rep-4826_2019-08-30_074744_20190830_075005,2,2,2,-8.830116579465198,8.70938495152658,-2.604829912384755,22.837056290801407,34.56697484272134,1.848374373027836,59.25240550655059
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1000_rep-6243_2019-08-30_120043_20190830_120305,2,2,2,-8.880870448235665,8.768622433837542,-3.0483207904539533,23.10033707630154,35.038793283283034,2.531351960771598,60.67048232035617
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1000_rep-6543_2019-08-30_125347_20190830_125607,2,2,2,-8.784097002120548,10.481784285633399,1.1637504526625726,22.599638570040618,50.067607127000564,0.3689359054558056,73.03618160249698
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1000_rep-6959_2019-08-30_140458_20190830_140727,2,2,2,-8.858937574632527,8.374150788028786,-3.509396524604554,22.986377270859304,31.95714356434777,3.3550274749045013,58.29854831011158
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1000_rep-7291_2019-08-30_150506_20190830_150726,2,2,2,-8.348469833524266,8.695710100951032,2.5561654268753706,20.413666343793825,34.458510899501086,1.77995536065338,56.652132603948296
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1000_rep-8243_2019-08-30_174926_20190830_175157,2,2,2,-8.628470251077804,9.91748289802662,1.9875324178240703,21.805942362045922,44.82180282701898,1.0761173653548397,67.70386255441974
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1000_rep-8754_2019-08-30_191836_20190830_192056,2,2,2,-7.870950306480655,6.759596329830875,2.3546286736745685,18.145192860501844,20.82226279125604,1.5103446253449142,40.4778002771028
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1000_rep-921_2019-08-29_202013_20190829_202240,2,2,2,-8.160034551536713,7.155849984945843,0.7808374756504932,19.502542947214945,23.335056417135593,0.16609344584215807,43.003692810192696
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1000_rep-994_2019-08-29_203327_20190829_203557,2,2,2,-7.881207080975004,5.223733102029272,-1.9584114516303082,18.192514316346656,12.435073564967551,1.044814226976377,31.672402108290584
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-10000_rep-1623_2019-08-29_222414_20190829_222637,2,2,2,-8.745244162211717,11.030921558232627,2.686690612113228,22.40016029237096,55.45107792452293,1.9663757663334602,79.81761398322735
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-10000_rep-3615_2019-08-30_041315_20190830_041538,2,2,2,-7.685659069572285,5.477502183599674,0.2153021035955831,17.300931185892416,13.672612926473347,0.012627801424937229,30.986171913790702
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-10000_rep-5782_2019-08-30_103803_20190830_104025,2,2,2,-8.707750024805613,12.324938489260575,5.665938729632437,22.208496287641648,69.22387736208951,8.745304696084657,100.17767834581582
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-10000_rep-6022_2019-08-30_112053_20190830_112314,2,2,2,-8.457383694537663,8.304177781436831,0.5327243988744712,20.949772724076155,31.425317692543814,0.07731012469005485,52.45240054131003
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-10000_rep-7605_2019-08-30_155649_20190830_155910,2,2,2,-8.860254234223225,10.49159505251491,0.2251537109442765,22.99321047922527,50.16137579968311,0.0138098644676518,73.16839614337601
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-10000_rep-823_2019-08-29_200156_20190829_200419,2,2,2,-7.882310591750968,7.155126619340632,3.341288353500275,18.197609231594726,23.330338899558306,3.0412989466789093,44.56924707783194
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-10000_rep-9227_2019-08-30_204159_20190830_204426,2,2,2,-8.116329808357087,6.711433642760478,0.06676367264281069,19.294193082161204,20.526599156499934,0.001214259851793668,39.822006498512934
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+05_rep-2285_2019-08-30_002045_20190830_002305,2,2,2,-8.66541708349522,10.765504228451057,3.211000909423234,21.993086868741933,52.8147407165968,2.8087433348528665,77.6165709201916
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+05_rep-2425_2019-08-30_004443_20190830_004714,2,2,2,-8.553148916725863,9.734002650211924,2.5093549190740383,21.42689861084653,43.178675930726456,1.7153604035497119,66.3209349451227
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+05_rep-2474_2019-08-30_005241_20190830_005517,2,2,2,-7.696943678544105,7.042276428034669,4.720407182598024,17.35177329835932,22.60021324000792,6.070020010057996,46.02200654842523
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+05_rep-4006_2019-08-30_052502_20190830_052722,2,2,2,-8.905410696118784,10.59767458674989,-0.15912391442121532,23.2281784255935,51.18085775699921,0.006897665115215874,74.41593384770793
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+05_rep-6134_2019-08-30_113939_20190830_114212,2,2,2,-8.644237561355979,9.088024138201458,0.15102485690797351,21.885709734782974,37.637896534460495,0.00621338212307744,59.52981965136655
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+05_rep-872_2019-08-29_201221_20190829_201451,2,2,2,-8.718222432339013,11.998930563445775,4.891778411500255,22.26194666864942,65.61021796793607,6.518756365584207,94.39092100216969
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+05_rep-8831_2019-08-30_193134_20190830_193355,2,2,2,-8.834928452858396,11.829258032667475,2.945114181048673,22.86195266990431,63.76779657888941,2.3628462957970573,88.99259554459077
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+06_rep-2083_2019-08-29_234332_20190829_234555,2,2,2,-8.148543454359016,8.319660196675965,3.77533546954826,19.447654007673048,31.542606456316385,3.882775622785604,54.87303608677503
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+06_rep-2910_2019-08-30_020911_20190830_021133,2,2,2,-8.701058711408194,9.725499701952312,0.746915659122358,22.174377964931836,43.10327309719358,0.15197576101783364,65.42962682314325
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+06_rep-3575_2019-08-30_040756_20190830_041018,2,2,2,-8.605743968921644,11.177045280439465,4.8102301491593735,21.691225534340116,56.92990000701293,6.303226448132996,84.92435198948604
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+06_rep-413_2019-08-29_185127_20190829_185356,2,2,2,-8.710162740830501,12.877346181694111,6.691990606296827,22.22080491340731,75.56821124844926,12.199494709994976,109.98851087185155
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+06_rep-4751_2019-08-30_073434_20190830_073657,2,2,2,-8.641247325639975,12.741736599261824,7.452386911536568,21.87057083762077,73.98499457113292,15.129409802895537,110.98497521164923
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+06_rep-6063_2019-08-30_112850_20190830_113116,2,2,2,-8.678847415465945,9.845321475315853,1.2427700697907333,22.061312864541545,44.17191252084537,0.4207389981618483,66.65396438354877
SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+06_rep-6656_2019-08-30_131211_20190830_131433,2,2,2,-8.859388899543461,13.496317536482401,5.55758802712479,22.988719445380966,83.00743147546895,8.414026940274898,114.41017786112481
