scenario_id,sim_file_name,sim_id,niche_scaling,nu,w,m_black_mats,m_other,proportion_black_mats,proportion_orange_mats,proportion_red_mats,proportion_green_mats,proportion_biomass_black_mats,proportion_biomass_orange_mats,proportion_biomass_red_mats,proportion_biomass_green_mats,m_ratio_black_over_other
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-10_rep-2639_2019-08-30_012201_20190830_012431.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-10_rep-2639_2019-08-30_012201_20190830_012431,1,0.001,10,0.9,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,900
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-10_rep-3278_2019-08-30_031511_20190830_031741.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-10_rep-3278_2019-08-30_031511_20190830_031741,1,0.001,10,0.009,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,9
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-10_rep-4128_2019-08-30_054603_20190830_054824.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-10_rep-4128_2019-08-30_054603_20190830_054824,1,0.001,10,0.05,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,50
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-10_rep-4947_2019-08-30_080857_20190830_081127.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-10_rep-4947_2019-08-30_080857_20190830_081127,1,0.001,10,0.005,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,5
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-10_rep-5024_2019-08-30_082221_20190830_082450.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-10_rep-5024_2019-08-30_082221_20190830_082450,1,0.001,10,0.1,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,100
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-10_rep-5865_2019-08-30_105120_20190830_105342.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-10_rep-5865_2019-08-30_105120_20190830_105342,1,0.001,10,0.001,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,1
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-10_rep-9113_2019-08-30_202107_20190830_202340.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-10_rep-9113_2019-08-30_202107_20190830_202340,1,0.001,10,0.001,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,1
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-10_rep-9612_2019-08-30_214651_20190830_214923.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-10_rep-9612_2019-08-30_214651_20190830_214923,1,0.001,10,0.001,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,1
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-100_rep-1351_2019-08-29_213642_20190829_213902.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-100_rep-1351_2019-08-29_213642_20190829_213902,1,0.001,100,0.09,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,90
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-100_rep-4028_2019-08-30_052741_20190830_053012.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-100_rep-4028_2019-08-30_052741_20190830_053012,1,0.001,100,0.05,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,50
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-100_rep-4253_2019-08-30_060707_20190830_060938.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-100_rep-4253_2019-08-30_060707_20190830_060938,1,0.001,100,0.05,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,50
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-100_rep-7485_2019-08-30_153605_20190830_153823.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-100_rep-7485_2019-08-30_153605_20190830_153823,1,0.001,100,0.05,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,50
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-100_rep-7725_2019-08-30_161745_20190830_162008.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-100_rep-7725_2019-08-30_161745_20190830_162008,1,0.001,100,0.5,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,500
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-100_rep-7939_2019-08-30_165705_20190830_165933.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-100_rep-7939_2019-08-30_165705_20190830_165933,1,0.001,100,0.1,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,100
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1000_rep-2101_2019-08-29_234855_20190829_235118.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1000_rep-2101_2019-08-29_234855_20190829_235118,1,0.001,1000,0.05,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,50
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1000_rep-2798_2019-08-30_015055_20190830_015322.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1000_rep-2798_2019-08-30_015055_20190830_015322,1,0.001,1000,0.05,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,50
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1000_rep-384_2019-08-29_184618_20190829_184841.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1000_rep-384_2019-08-29_184618_20190829_184841,1,0.001,1000,0.9,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,900
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1000_rep-4036_2019-08-30_053019_20190830_053241.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1000_rep-4036_2019-08-30_053019_20190830_053241,1,0.001,1000,0.09,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,90
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1000_rep-4343_2019-08-30_062258_20190830_062529.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1000_rep-4343_2019-08-30_062258_20190830_062529,1,0.001,1000,0.5,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,500
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1000_rep-5066_2019-08-30_083011_20190830_083229.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1000_rep-5066_2019-08-30_083011_20190830_083229,1,0.001,1000,0.009,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,9
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1000_rep-5336_2019-08-30_091753_20190830_092013.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1000_rep-5336_2019-08-30_091753_20190830_092013,1,0.001,1000,0.09,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,90
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1000_rep-580_2019-08-29_191957_20190829_192224.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1000_rep-580_2019-08-29_191957_20190829_192224,1,0.001,1000,0.005,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,5
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1000_rep-5928_2019-08-30_110451_20190830_110712.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1000_rep-5928_2019-08-30_110451_20190830_110712,1,0.001,1000,0.001,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,1
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1000_rep-7389_2019-08-30_152040_20190830_152257.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1000_rep-7389_2019-08-30_152040_20190830_152257,1,0.001,1000,0.1,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,100
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1000_rep-7528_2019-08-30_154348_20190830_154609.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1000_rep-7528_2019-08-30_154348_20190830_154609,1,0.001,1000,0.1,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,100
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1000_rep-7761_2019-08-30_162533_20190830_162801.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1000_rep-7761_2019-08-30_162533_20190830_162801,1,0.001,1000,0.1,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,100
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1000_rep-836_2019-08-29_200432_20190829_200652.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1000_rep-836_2019-08-29_200432_20190829_200652,1,0.001,1000,0.09,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,90
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1000_rep-8538_2019-08-30_184149_20190830_184412.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1000_rep-8538_2019-08-30_184149_20190830_184412,1,0.001,1000,0.05,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,50
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1000_rep-8955_2019-08-30_195232_20190830_195454.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1000_rep-8955_2019-08-30_195232_20190830_195454,1,0.001,1000,0.009,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,9
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-10000_rep-2242_2019-08-30_001251_20190830_001514.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-10000_rep-2242_2019-08-30_001251_20190830_001514,1,0.001,10000,0.9,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,900
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-10000_rep-2655_2019-08-30_012437_20190830_012657.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-10000_rep-2655_2019-08-30_012437_20190830_012657,1,0.001,10000,0.1,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,100
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-10000_rep-2705_2019-08-30_013508_20190830_013730.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-10000_rep-2705_2019-08-30_013508_20190830_013730,1,0.001,10000,0.09,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,90
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-10000_rep-4454_2019-08-30_064133_20190830_064402.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-10000_rep-4454_2019-08-30_064133_20190830_064402,1,0.001,10000,0.09,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,90
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-10000_rep-5855_2019-08-30_105120_20190830_105342.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-10000_rep-5855_2019-08-30_105120_20190830_105342,1,0.001,10000,0.01,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,10
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-10000_rep-6839_2019-08-30_134355_20190830_134625.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-10000_rep-6839_2019-08-30_134355_20190830_134625,1,0.001,10000,0.01,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,10
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+05_rep-168_2019-08-29_181004_20190829_181231.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+05_rep-168_2019-08-29_181004_20190829_181231,1,0.001,1e+05,0.9,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,900
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+05_rep-2476_2019-08-30_005521_20190830_005744.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+05_rep-2476_2019-08-30_005521_20190830_005744,1,0.001,1e+05,0.009,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,9
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+05_rep-2602_2019-08-30_011642_20190830_011904.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+05_rep-2602_2019-08-30_011642_20190830_011904,1,0.001,1e+05,0.001,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,1
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+05_rep-3388_2019-08-30_033341_20190830_033605.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+05_rep-3388_2019-08-30_033341_20190830_033605,1,0.001,1e+05,0.9,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,900
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+05_rep-405_2019-08-29_184853_20190829_185110.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+05_rep-405_2019-08-29_184853_20190829_185110,1,0.001,1e+05,0.005,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,5
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+05_rep-4686_2019-08-30_072353_20190830_072624.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+05_rep-4686_2019-08-30_072353_20190830_072624,1,0.001,1e+05,0.1,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,100
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+05_rep-5226_2019-08-30_085920_20190830_090152.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+05_rep-5226_2019-08-30_085920_20190830_090152,1,0.001,1e+05,0.01,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,10
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+05_rep-599_2019-08-29_192233_20190829_192503.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+05_rep-599_2019-08-29_192233_20190829_192503,1,0.001,1e+05,0.09,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,90
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+05_rep-632_2019-08-29_193023_20190829_193254.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+05_rep-632_2019-08-29_193023_20190829_193254,1,0.001,1e+05,0.9,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,900
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+05_rep-6832_2019-08-30_134355_20190830_134617.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+05_rep-6832_2019-08-30_134355_20190830_134617,1,0.001,1e+05,0.09,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,90
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+05_rep-9678_2019-08-30_220013_20190830_220237.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+05_rep-9678_2019-08-30_220013_20190830_220237,1,0.001,1e+05,0.5,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,500
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+06_rep-1963_2019-08-29_232221_20190829_232444.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+06_rep-1963_2019-08-29_232221_20190829_232444,1,0.001,1e+06,0.05,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,50
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+06_rep-2771_2019-08-30_014544_20190830_014805.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+06_rep-2771_2019-08-30_014544_20190830_014805,1,0.001,1e+06,0.09,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,90
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+06_rep-457_2019-08-29_185917_20190829_190136.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+06_rep-457_2019-08-29_185917_20190829_190136,1,0.001,1e+06,0.001,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,1
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+06_rep-4789_2019-08-30_074226_20190830_074457.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+06_rep-4789_2019-08-30_074226_20190830_074457,1,0.001,1e+06,0.9,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,900
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+06_rep-6084_2019-08-30_113133_20190830_113355.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+06_rep-6084_2019-08-30_113133_20190830_113355,1,0.001,1e+06,0.009,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,9
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+06_rep-6972_2019-08-30_140737_20190830_141008.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+06_rep-6972_2019-08-30_140737_20190830_141008,1,0.001,1e+06,0.001,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,1
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+06_rep-7645_2019-08-30_160438_20190830_160708.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+06_rep-7645_2019-08-30_160438_20190830_160708,1,0.001,1e+06,0.05,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,50
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+06_rep-8000_2019-08-30_170730_20190830_170951.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+06_rep-8000_2019-08-30_170730_20190830_170951,1,0.001,1e+06,0.5,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,500
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+06_rep-8387_2019-08-30_181523_20190830_181755.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+06_rep-8387_2019-08-30_181523_20190830_181755,1,0.001,1e+06,0.001,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,1
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+06_rep-9931_2019-08-30_224513_20190830_224737.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.001_w-1e+06_rep-9931_2019-08-30_224513_20190830_224737,1,0.001,1e+06,0.01,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,10
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-10_rep-1398_2019-08-29_214437_20190829_214659.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-10_rep-1398_2019-08-29_214437_20190829_214659,1,0.01,10,0.01,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,10
