scenario_id,sim_file_name,sim_id,niche_scaling,nu,w,m_black_mats,m_other,proportion_black_mats,proportion_orange_mats,proportion_red_mats,proportion_green_mats,proportion_biomass_black_mats,proportion_biomass_orange_mats,proportion_biomass_red_mats,proportion_biomass_green_mats,m_ratio_black_over_other
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-100_rep-2614_2019-08-30_011921_20190830_012148.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-100_rep-2614_2019-08-30_011921_20190830_012148,1,1e-06,100,0.9,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,1
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-100_rep-3029_2019-08-30_023008_20190830_023238.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-100_rep-3029_2019-08-30_023008_20190830_023238,1,1e-06,100,0.09,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.09999999999999999
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-100_rep-3913_2019-08-30_050626_20190830_050847.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-100_rep-3913_2019-08-30_050626_20190830_050847,1,1e-06,100,0.009,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.009999999999999998
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-100_rep-4114_2019-08-30_054323_20190830_054552.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-100_rep-4114_2019-08-30_054323_20190830_054552,1,1e-06,100,0.05,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.05555555555555556
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-100_rep-4487_2019-08-30_064931_20190830_065204.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-100_rep-4487_2019-08-30_064931_20190830_065204,1,1e-06,100,0.05,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.05555555555555556
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-100_rep-4851_2019-08-30_075257_20190830_075532.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-100_rep-4851_2019-08-30_075257_20190830_075532,1,1e-06,100,0.009,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.009999999999999998
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-100_rep-5136_2019-08-30_084327_20190830_084600.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-100_rep-5136_2019-08-30_084327_20190830_084600,1,1e-06,100,0.05,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.05555555555555556
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-100_rep-533_2019-08-29_191209_20190829_191437.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-100_rep-533_2019-08-29_191209_20190829_191437,1,1e-06,100,0.01,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.011111111111111112
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-100_rep-5585_2019-08-30_100318_20190830_100541.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-100_rep-5585_2019-08-30_100318_20190830_100541,1,1e-06,100,0.005,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.005555555555555556
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-100_rep-5957_2019-08-30_111012_20190830_111245.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-100_rep-5957_2019-08-30_111012_20190830_111245,1,1e-06,100,0.9,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,1
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-100_rep-7181_2019-08-30_144416_20190830_144640.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-100_rep-7181_2019-08-30_144416_20190830_144640,1,1e-06,100,0.009,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.009999999999999998
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-100_rep-7739_2019-08-30_162023_20190830_162252.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-100_rep-7739_2019-08-30_162023_20190830_162252,1,1e-06,100,0.05,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.05555555555555556
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-100_rep-8224_2019-08-30_174651_20190830_174917.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-100_rep-8224_2019-08-30_174651_20190830_174917,1,1e-06,100,0.05,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.05555555555555556
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-100_rep-9270_2019-08-30_204704_20190830_204925.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-100_rep-9270_2019-08-30_204704_20190830_204925,1,1e-06,100,0.05,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.05555555555555556
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-100_rep-9553_2019-08-30_213619_20190830_213838.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-100_rep-9553_2019-08-30_213619_20190830_213838,1,1e-06,100,0.09,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.09999999999999999
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-100_rep-9572_2019-08-30_214137_20190830_214407.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-100_rep-9572_2019-08-30_214137_20190830_214407,1,1e-06,100,0.1,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.11111111111111112
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-100_rep-9666_2019-08-30_215733_20190830_220006.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-100_rep-9666_2019-08-30_215733_20190830_220006,1,1e-06,100,0.009,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.009999999999999998
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1000_rep-1065_2019-08-29_204349_20190829_204611.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1000_rep-1065_2019-08-29_204349_20190829_204611,1,1e-06,1000,0.005,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.005555555555555556
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1000_rep-1738_2019-08-29_224241_20190829_224502.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1000_rep-1738_2019-08-29_224241_20190829_224502,1,1e-06,1000,0.05,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.05555555555555556
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1000_rep-3601_2019-08-30_041314_20190830_041537.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1000_rep-3601_2019-08-30_041314_20190830_041537,1,1e-06,1000,0.05,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.05555555555555556
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1000_rep-5313_2019-08-30_091515_20190830_091742.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1000_rep-5313_2019-08-30_091515_20190830_091742,1,1e-06,1000,0.5,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.5555555555555556
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1000_rep-5825_2019-08-30_104559_20190830_104823.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1000_rep-5825_2019-08-30_104559_20190830_104823,1,1e-06,1000,0.005,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.005555555555555556
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1000_rep-7762_2019-08-30_162533_20190830_162758.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1000_rep-7762_2019-08-30_162533_20190830_162758,1,1e-06,1000,0.01,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.011111111111111112
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1000_rep-7860_2019-08-30_164115_20190830_164339.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1000_rep-7860_2019-08-30_164115_20190830_164339,1,1e-06,1000,0.009,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.009999999999999998
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-10000_rep-1086_2019-08-29_204907_20190829_205136.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-10000_rep-1086_2019-08-29_204907_20190829_205136,1,1e-06,10000,0.009,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.009999999999999998
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-10000_rep-1779_2019-08-29_225032_20190829_225252.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-10000_rep-1779_2019-08-29_225032_20190829_225252,1,1e-06,10000,0.005,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.005555555555555556
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-10000_rep-3492_2019-08-30_035216_20190830_035448.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-10000_rep-3492_2019-08-30_035216_20190830_035448,1,1e-06,10000,0.09,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.09999999999999999
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-10000_rep-4030_2019-08-30_052741_20190830_053012.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-10000_rep-4030_2019-08-30_052741_20190830_053012,1,1e-06,10000,0.9,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,1
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-10000_rep-4342_2019-08-30_062258_20190830_062517.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-10000_rep-4342_2019-08-30_062258_20190830_062517,1,1e-06,10000,0.009,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.009999999999999998
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-10000_rep-8025_2019-08-30_171006_20190830_171228.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-10000_rep-8025_2019-08-30_171006_20190830_171228,1,1e-06,10000,0.001,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.0011111111111111111
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-10000_rep-9201_2019-08-30_203646_20190830_203914.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-10000_rep-9201_2019-08-30_203646_20190830_203914,1,1e-06,10000,0.01,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.011111111111111112
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-10000_rep-9380_2019-08-30_210740_20190830_211000.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-10000_rep-9380_2019-08-30_210740_20190830_211000,1,1e-06,10000,0.9,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,1
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+05_rep-1324_2019-08-29_213121_20190829_213352.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+05_rep-1324_2019-08-29_213121_20190829_213352,1,1e-06,1e+05,0.1,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.11111111111111112
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+05_rep-3261_2019-08-30_031233_20190830_031503.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+05_rep-3261_2019-08-30_031233_20190830_031503,1,1e-06,1e+05,0.9,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,1
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+05_rep-4409_2019-08-30_063335_20190830_063605.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+05_rep-4409_2019-08-30_063335_20190830_063605,1,1e-06,1e+05,0.5,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.5555555555555556
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+05_rep-5279_2019-08-30_090715_20190830_090950.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+05_rep-5279_2019-08-30_090715_20190830_090950,1,1e-06,1e+05,0.009,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.009999999999999998
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+05_rep-5579_2019-08-30_100040_20190830_100311.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+05_rep-5579_2019-08-30_100040_20190830_100311,1,1e-06,1e+05,0.9,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,1
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+05_rep-6466_2019-08-30_124024_20190830_124246.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+05_rep-6466_2019-08-30_124024_20190830_124246,1,1e-06,1e+05,0.09,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.09999999999999999
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+05_rep-8352_2019-08-30_180735_20190830_181005.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+05_rep-8352_2019-08-30_180735_20190830_181005,1,1e-06,1e+05,0.09,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.09999999999999999
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+05_rep-8969_2019-08-30_195506_20190830_195733.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+05_rep-8969_2019-08-30_195506_20190830_195733,1,1e-06,1e+05,0.009,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.009999999999999998
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+05_rep-9347_2019-08-30_210231_20190830_210458.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+05_rep-9347_2019-08-30_210231_20190830_210458,1,1e-06,1e+05,0.1,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.11111111111111112
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+05_rep-9659_2019-08-30_215452_20190830_215729.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+05_rep-9659_2019-08-30_215452_20190830_215729,1,1e-06,1e+05,0.005,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.005555555555555556
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+06_rep-1635_2019-08-29_222414_20190829_222637.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+06_rep-1635_2019-08-29_222414_20190829_222637,1,1e-06,1e+06,0.05,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.05555555555555556
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+06_rep-1813_2019-08-29_225555_20190829_225817.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+06_rep-1813_2019-08-29_225555_20190829_225817,1,1e-06,1e+06,0.001,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.0011111111111111111
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+06_rep-2638_2019-08-30_012201_20190830_012424.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+06_rep-2638_2019-08-30_012201_20190830_012424,1,1e-06,1e+06,0.05,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.05555555555555556
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+06_rep-2966_2019-08-30_021948_20190830_022209.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+06_rep-2966_2019-08-30_021948_20190830_022209,1,1e-06,1e+06,0.9,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,1
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+06_rep-392_2019-08-29_184853_20190829_185119.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+06_rep-392_2019-08-29_184853_20190829_185119,1,1e-06,1e+06,0.1,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.11111111111111112
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+06_rep-5026_2019-08-30_082457_20190830_082717.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+06_rep-5026_2019-08-30_082457_20190830_082717,1,1e-06,1e+06,0.9,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,1
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+06_rep-5258_2019-08-30_090438_20190830_090707.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+06_rep-5258_2019-08-30_090438_20190830_090707,1,1e-06,1e+06,0.005,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.005555555555555556
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+06_rep-53_2019-08-29_174940_20190829_175201.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+06_rep-53_2019-08-29_174940_20190829_175201,1,1e-06,1e+06,0.05,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.05555555555555556
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+06_rep-5691_2019-08-30_102206_20190830_102434.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+06_rep-5691_2019-08-30_102206_20190830_102434,1,1e-06,1e+06,0.01,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.011111111111111112
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+06_rep-571_2019-08-29_191957_20190829_192218.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+06_rep-571_2019-08-29_191957_20190829_192218,1,1e-06,1e+06,0.1,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.11111111111111112
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+06_rep-572_2019-08-29_191957_20190829_192226.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+06_rep-572_2019-08-29_191957_20190829_192226,1,1e-06,1e+06,0.09,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.09999999999999999
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+06_rep-815_2019-08-29_200156_20190829_200419.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+06_rep-815_2019-08-29_200156_20190829_200419,1,1e-06,1e+06,0.005,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.005555555555555556
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+06_rep-8905_2019-08-30_194447_20190830_194712.rda,SIM_METACOMM_nicheScaling-1_m-0.9_nu-1e-06_w-1e+06_rep-8905_2019-08-30_194447_20190830_194712,1,1e-06,1e+06,0.009,0.9,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.009999999999999998
