row,col,NDVI,NDVI_log1p,NDVI_log1p_01,region
1589,174,0.25311678647994995,0.22563387706135146,0.29382597245174263,delta_harnish_crescent_vg
1310,437,0.25306323170661926,0.22559113889174656,0.29372196967356856,delta_harnish_crescent_vg
1304,473,0.25282564759254456,0.22540151826111984,0.2932605303427172,delta_harnish_crescent_vg
1316,478,0.25273773074150085,0.22533134094943016,0.2930897547702491,delta_harnish_crescent_vg
1329,407,0.25198638439178467,0.22473139753233864,0.29162980029158075,delta_harnish_crescent_vg
2013,1757,0.25184881687164307,0.2246215120892307,0.2913623954993361,canada_huey
819,461,0.25124263763427734,0.2241371676214129,0.29018374955562876,delta_harnish_crescent_vg
820,460,0.2510744333267212,0.22400272877690236,0.289856594381393,delta_harnish_crescent_vg
862,765,0.250774621963501,0.22376305695176052,0.28927335612165384,delta_harnish_crescent_vg
1289,464,0.2504090964794159,0.2234707749542471,0.2885620916937974,delta_harnish_crescent_vg
2439,1564,0.25002750754356384,0.2231655571069316,0.2878193480442078,canada_huey
1577,1740,0.25000903010368347,0.22315077537106298,0.2877833768828131,canada_huey
1575,1385,0.24963900446891785,0.2228547131796259,0.28706291340235957,canada_huey
761,486,0.2492172122001648,0.22251712491028475,0.2862413967530731,delta_harnish_crescent_vg
1317,441,0.24918009340763092,0.22248741082721774,0.28616908791957757,delta_harnish_crescent_vg
1308,469,0.2489558458328247,0.2223078789035253,0.2857321993254341,delta_harnish_crescent_vg
871,739,0.24879509210586548,0.22217916012317016,0.28541896385269694,delta_harnish_crescent_vg
870,740,0.24879509210586548,0.22217916012317016,0.28541896385269694,delta_harnish_crescent_vg
851,785,0.24846753478050232,0.2219168270199434,0.28478057966837567,delta_harnish_crescent_vg
696,447,0.24824239313602448,0.22173647635720062,0.28434169868343445,delta_harnish_crescent_vg
766,486,0.24822190403938293,0.2217200618651807,0.28430175423124643,delta_harnish_crescent_vg
1289,465,0.24800711870193481,0.22154797401905646,0.2838829807027502,delta_harnish_crescent_vg
865,727,0.24798338115215302,0.2215289534740793,0.2838366944546891,delta_harnish_crescent_vg
667,500,0.24751760065555573,0.22115565728593775,0.2829282830508451,delta_harnish_crescent_vg
826,458,0.24749283492565155,0.22113580508047054,0.28287997296783124,delta_harnish_crescent_vg
1289,463,0.24723389744758606,0.22092821723075923,0.2823748106437367,delta_harnish_crescent_vg
869,742,0.2471385896205902,0.22085179895118282,0.28218884775733555,delta_harnish_crescent_vg
697,447,0.24702444672584534,0.22076027093704648,0.28196611552900347,delta_harnish_crescent_vg
861,755,0.24690833687782288,0.22066715708179765,0.2817395241770129,delta_harnish_crescent_vg
853,747,0.24682986736297607,0.2206042238398565,0.28158637695377225,delta_harnish_crescent_vg
1482,1541,0.2468099445104599,0.22058824490623366,0.2815474924272612,canada_huey
1642,197,0.24655431509017944,0.22038319711171922,0.2810485112943509,delta_harnish_crescent_vg
1480,1544,0.24649594724178314,0.22033637266594783,0.2809345646164349,canada_huey
860,801,0.2463691681623459,0.22023465911653584,0.28068704602088934,delta_harnish_crescent_vg
1314,470,0.24620099365711212,0.22009971847729926,0.2803586697357342,delta_harnish_crescent_vg
792,431,0.24617837369441986,0.22008156717738947,0.28031449878420445,delta_harnish_crescent_vg
756,483,0.24612534046173096,0.22003900957704914,0.28021093541898,delta_harnish_crescent_vg
1327,410,0.24600724875926971,0.21994423797215107,0.2799803099548449,delta_harnish_crescent_vg
472,888,0.24596747756004333,0.21991231854792118,0.27990263445240027,delta_harnish_crescent_vg
1318,476,0.24575863778591156,0.2197446919589999,0.27949471733510617,delta_harnish_crescent_vg
208,1881,0.2457498461008072,0.21973763463998108,0.27947754344134323,green_bowles
894,448,0.24556204676628113,0.21958687123262172,0.27911066265638407,delta_harnish_crescent_vg
827,462,0.24545623362064362,0.21950191549662068,0.2789039239811527,delta_harnish_crescent_vg
826,459,0.24541254341602325,0.21946683520252602,0.27881855654312865,delta_harnish_crescent_vg
1311,435,0.24530816078186035,0.21938301798926071,0.2786145884481216,delta_harnish_crescent_vg
828,462,0.24477559328079224,0.21895526730953394,0.27757366274941475,delta_harnish_crescent_vg
863,754,0.24468842148780823,0.21888523473022972,0.27740323938131856,delta_harnish_crescent_vg
1316,443,0.24466906487941742,0.21886968324074121,0.27736539503453206,delta_harnish_crescent_vg
759,487,0.24441468715667725,0.21866528857268902,0.2768680032763469,delta_harnish_crescent_vg
1313,440,0.24437551200389862,0.21863380729090393,0.2767913939878257,delta_harnish_crescent_vg
1531,144,0.2442043125629425,0.21849621922598744,0.2764565752268166,delta_harnish_crescent_vg
1614,191,0.2441903054714203,0.2184849612917186,0.2764291791906437,delta_harnish_crescent_vg
1599,181,0.2439160794019699,0.2182645317536346,0.2758927667854261,delta_harnish_crescent_vg
1310,469,0.24371221661567688,0.21810063042876565,0.2754939150496038,delta_harnish_crescent_vg
794,431,0.243570938706398,0.2179870302468736,0.2752174704889903,delta_harnish_crescent_vg
829,462,0.243570938706398,0.2179870302468736,0.2752174704889903,delta_harnish_crescent_vg
1619,181,0.24355493485927582,0.21797416089651822,0.2751861530927932,delta_harnish_crescent_vg
830,440,0.24322013556957245,0.21770489706505441,0.27453090307172495,delta_harnish_crescent_vg
1483,1542,0.2431924194097519,0.21768260296927677,0.2744766506804974,canada_huey
1308,472,0.2429894506931305,0.21751932552001765,0.2740793171378326,delta_harnish_crescent_vg
1613,176,0.2429027408361435,0.21744956396131643,0.27390955329483807,delta_harnish_crescent_vg
1552,1632,0.2428138554096222,0.21737804701791794,0.27373551774608335,canada_huey
1546,1601,0.24271202087402344,0.217296104973679,0.2735361128504386,canada_huey
1318,477,0.24268704652786255,0.21727600812364853,0.2734872074280717,delta_harnish_crescent_vg
1317,478,0.24268704652786255,0.21727600812364853,0.2734872074280717,delta_harnish_crescent_vg
820,462,0.24251651763916016,0.21713877277485955,0.2731532469971574,delta_harnish_crescent_vg
1606,176,0.2422136515378952,0.2168949908893881,0.27256000695922566,delta_harnish_crescent_vg
1623,176,0.2422136515378952,0.2168949908893881,0.27256000695922566,delta_harnish_crescent_vg
1622,178,0.2422136515378952,0.2168949908893881,0.27256000695922566,delta_harnish_crescent_vg
1749,141,0.24220189452171326,0.2168855262761106,0.2725369749462896,delta_harnish_crescent_vg
1551,1642,0.24210458993911743,0.21680719086680889,0.2723463467497127,canada_huey
1017,456,0.24208785593509674,0.2167937184773821,0.2723135618658025,delta_harnish_crescent_vg
1565,1393,0.24208785593509674,0.2167937184773821,0.2723135618658025,canada_huey
794,466,0.24197490513324738,0.21670277810043395,0.27209225964490164,delta_harnish_crescent_vg
1585,166,0.24183633923530579,0.21659120287635078,0.2718207427926985,delta_harnish_crescent_vg
1055,455,0.24148070812225342,0.21630478667680675,0.27112375270767575,delta_harnish_crescent_vg
1546,1634,0.2413496971130371,0.2161992530817117,0.27086693808079654,canada_huey
852,788,0.24096427857875824,0.21588872142362955,0.27011126334203,delta_harnish_crescent_vg
1315,441,0.24096032977104187,0.2158855393707154,0.27010351985777625,delta_harnish_crescent_vg
1483,1548,0.24081279337406158,0.21576664341219431,0.26981418809382435,canada_huey
743,493,0.2407602071762085,0.21572426206951426,0.26971105364931675,delta_harnish_crescent_vg
861,754,0.24046355485916138,0.21548514432205462,0.2691291637303887,delta_harnish_crescent_vg
1593,180,0.2403235137462616,0.21537224377140216,0.2688544217132694,delta_harnish_crescent_vg
1792,180,0.24002870917320251,0.21513453190796342,0.26827595299476514,delta_harnish_crescent_vg
1326,406,0.2399863749742508,0.2151003916325865,0.2681928730800273,delta_harnish_crescent_vg
751,492,0.23957759141921997,0.2147706695005708,0.26739049857330116,delta_harnish_crescent_vg
869,743,0.23955193161964417,0.21474996884791167,0.26734012380511457,delta_harnish_crescent_vg
1328,413,0.23953242599964142,0.214734232699246,0.2673018300926294,delta_harnish_crescent_vg
1086,500,0.23897317051887512,0.21428294827120736,0.2662036353244255,delta_harnish_crescent_vg
1611,189,0.23888707160949707,0.21421345370654318,0.2660345212079369,delta_harnish_crescent_vg
868,450,0.23885831236839294,0.21419023966583392,0.2659780301427198,delta_harnish_crescent_vg
865,762,0.23881664872169495,0.21415660842093198,0.26589618894700207,delta_harnish_crescent_vg
851,787,0.23859044909477234,0.21397399844314466,0.2654518099483748,delta_harnish_crescent_vg
827,459,0.23855870962142944,0.21394837263596794,0.26538944988092295,delta_harnish_crescent_vg
950,645,0.23852135241031647,0.21391821033989328,0.2653160503269206,delta_harnish_crescent_vg
896,448,0.23833335936069489,0.21376641051967035,0.26494664744477897,delta_harnish_crescent_vg
866,451,0.23825955390930176,0.21370680811103912,0.26480160576094414,delta_harnish_crescent_vg
674,480,0.23811213672161102,0.21358774909544578,0.2645118771997341,delta_harnish_crescent_vg
1319,476,0.23803934454917908,0.21352895449180095,0.26436880129879514,delta_harnish_crescent_vg
1577,1741,0.23793365061283112,0.21344357881394124,0.2641610407005292,canada_huey
1330,412,0.2378692775964737,0.2133915770850165,0.2640344951716021,delta_harnish_crescent_vg
1604,181,0.2374146282672882,0.21302422582222091,0.26314055066603037,delta_harnish_crescent_vg
457,913,0.23725441098213196,0.21289473999374126,0.26282544859168905,delta_harnish_crescent_vg
743,492,0.23718680441379547,0.21284009608631466,0.2626924733558474,delta_harnish_crescent_vg
207,1879,0.2369503378868103,0.21264894538277257,0.2622273106125177,green_bowles
1318,440,0.2368934005498886,0.21260291390871697,0.26211529362092706,delta_harnish_crescent_vg
829,440,0.2367764115333557,0.2125083264936556,0.2618851163803567,delta_harnish_crescent_vg
793,416,0.23675084114074707,0.21248765124733932,0.26183480343817395,delta_harnish_crescent_vg
791,454,0.23674167692661285,0.21248024130850401,0.2618167714486878,delta_harnish_crescent_vg
834,462,0.23652470111846924,0.21230478442231793,0.26138979940515344,delta_harnish_crescent_vg
1317,442,0.2364877462387085,0.21227489789279158,0.2613170709254488,delta_harnish_crescent_vg
865,452,0.23634883761405945,0.21216255029513614,0.261043674512234,delta_harnish_crescent_vg
867,747,0.23600617051124573,0.21188535134605177,0.26036911448595706,delta_harnish_crescent_vg
205,1877,0.23600617051124573,0.21188535134605177,0.26036911448595706,green_bowles
1318,441,0.2356063425540924,0.21156181522659337,0.2595817935600868,delta_harnish_crescent_vg
898,448,0.23546285927295685,0.21144568470204897,0.2592991914436395,delta_harnish_crescent_vg
1773,185,0.235139399766922,0.21118383801531546,0.2586619909475088,delta_harnish_crescent_vg
830,461,0.23480106890201569,0.21090987929338342,0.2579953159717353,delta_harnish_crescent_vg
693,448,0.23469726741313934,0.2108258124305627,0.25779074035779204,delta_harnish_crescent_vg
862,754,0.2346630096435547,0.21079806615967212,0.2577232201695559,delta_harnish_crescent_vg
737,489,0.23459285497665405,0.21074124364247193,0.2575849433152522,delta_harnish_crescent_vg
891,448,0.23446157574653625,0.21063490396149287,0.25732616708889045,delta_harnish_crescent_vg
1588,173,0.23444382846355438,0.21062052732077435,0.2572911817212587,delta_harnish_crescent_vg
1619,192,0.23442041873931885,0.21060156335848865,0.25724503316643904,delta_harnish_crescent_vg
1748,142,0.2342773824930191,0.21048568344285992,0.2569630409035186,delta_harnish_crescent_vg
1496,1548,0.2342587560415268,0.2104705923520698,0.25692631693095824,canada_huey
669,500,0.23423856496810913,0.21045423335240937,0.25688650751870307,delta_harnish_crescent_vg
892,449,0.23389874398708344,0.2101788670006752,0.25621640709417,delta_harnish_crescent_vg
694,447,0.23383772373199463,0.21012941256670345,0.2560960603742791,delta_harnish_crescent_vg
1622,176,0.2336643636226654,0.20998889790574093,0.2557541197799722,delta_harnish_crescent_vg
1315,470,0.23357976973056793,0.20992032431710653,0.2555872468466371,delta_harnish_crescent_vg
865,761,0.2335163652896881,0.20986892426017825,0.255462165478664,delta_harnish_crescent_vg
796,453,0.23328013718128204,0.20967739803668023,0.2549960889124206,delta_harnish_crescent_vg
1598,177,0.23307505249977112,0.2095110921592124,0.2545913857292186,delta_harnish_crescent_vg
1308,471,0.23307141661643982,0.20950814352386019,0.25458421026355665,delta_harnish_crescent_vg
1562,1387,0.23295772075653076,0.20941593385912707,0.2543598192473901,canada_huey
1528,1569,0.23289187252521515,0.20936252571005695,0.25422985121338726,canada_huey
692,448,0.23277927935123444,0.2092711970882549,0.2540076042036994,delta_harnish_crescent_vg
893,448,0.2325109988451004,0.2090535509071412,0.2534779650613575,delta_harnish_crescent_vg
693,447,0.2324959635734558,0.20904135193823442,0.2534482790296698,delta_harnish_crescent_vg
749,469,0.2324289232492447,0.20898695650851074,0.2533159084610766,delta_harnish_crescent_vg
1310,438,0.23234327137470245,0.20891745566395925,0.25314677906256416,delta_harnish_crescent_vg
853,788,0.23217441141605377,0.20878042279940157,0.2528133113743851,delta_harnish_crescent_vg
872,451,0.2321031242609024,0.2087225663655063,0.25267251849729233,delta_harnish_crescent_vg
1582,165,0.2319341003894806,0.20858537373708658,0.2523386620258393,delta_harnish_crescent_vg
1327,413,0.2319054752588272,0.20856213754026792,0.25228211704401904,delta_harnish_crescent_vg
1574,1385,0.231843963265419,0.20851220389648162,0.2521606041732962,canada_huey
1479,1540,0.23175828158855438,0.20844264585229802,0.2519913355802253,canada_huey
1475,1542,0.23170149326324463,0.20839654132410598,0.25187914081234675,canada_huey
864,453,0.2316712737083435,0.20837200621897872,0.25181943495410297,delta_harnish_crescent_vg
694,448,0.2316611409187317,0.20836377932312683,0.25179941491037494,delta_harnish_crescent_vg
865,728,0.23162034153938293,0.2083306532840257,0.25171880312638256,delta_harnish_crescent_vg
1538,146,0.23145633935928345,0.2081974847297426,0.25139473918684313,delta_harnish_crescent_vg
827,460,0.2312842756509781,0.20805775120885403,0.2510546994867155,delta_harnish_crescent_vg
1550,1452,0.2310420572757721,0.20786101174930452,0.2505759365785523,canada_huey
1123,991,0.23103004693984985,0.20785125546645497,0.2505521947915178,delta_harnish_crescent_vg
794,432,0.23094375431537628,0.20778115510676398,0.2503816064807346,delta_harnish_crescent_vg
1291,463,0.23093293607234955,0.20777236649190844,0.2503602195011394,delta_harnish_crescent_vg
1612,176,0.23092801868915558,0.20776837164144019,0.25035049808464144,delta_harnish_crescent_vg
1586,167,0.23088586330413818,0.20773412422303877,0.2502671574387513,delta_harnish_crescent_vg
1591,170,0.23088586330413818,0.20773412422303877,0.2502671574387513,delta_harnish_crescent_vg
677,481,0.23087772727012634,0.2077275142999389,0.2502510722771204,delta_harnish_crescent_vg
685,481,0.2308335155248642,0.20769159477818647,0.2501636625895396,delta_harnish_crescent_vg
1607,176,0.23073233664035797,0.20760938784923172,0.24996361310039464,delta_harnish_crescent_vg
749,493,0.23066584765911102,0.20755536247317738,0.24983214305257803,delta_harnish_crescent_vg
943,1765,0.23059314489364624,0.2074962847688757,0.24968837822988385,green_bowles
865,760,0.23056288063526154,0.2074716912379721,0.2496285301932756,delta_harnish_crescent_vg
890,447,0.23055030405521393,0.20746147100094606,0.2496036593798053,delta_harnish_crescent_vg
891,450,0.23055030405521393,0.20746147100094606,0.2496036593798053,delta_harnish_crescent_vg
893,449,0.23049978911876678,0.2074204194704678,0.24950376101594213,delta_harnish_crescent_vg
